f 1m 1f 2m 2f jL0201m jL0201f jV0100m jV0100f 
6717.05 1 1.95263e-20 5.61415e-10 -180 2.36942e-05 90 1 179.999
6727.05 1 -3.8863e-21 5.59745e-10 -180 2.36589e-05 90 1 179.999
6737.06 1 9.58306e-20 5.58083e-10 -180 2.36238e-05 90 1 179.999
6747.07 1 -7.16597e-20 5.56429e-10 -180 2.35887e-05 90 1 179.999
6757.08 1 -1.26068e-20 5.54782e-10 180 2.35538e-05 90 1 179.999
6767.09 1 -9.09964e-21 5.53142e-10 -180 2.3519e-05 90 1 179.999
6777.1 1 9.01433e-20 5.51509e-10 -180 2.34842e-05 90 1 179.999
6787.11 1 -4.00953e-20 5.49884e-10 180 2.34496e-05 90 1 179.999
6797.12 1 -7.8674e-21 5.48265e-10 180 2.34151e-05 90 1 179.999
6807.13 1 -9.17547e-20 5.46654e-10 180 2.33806e-05 90 1 179.999
6817.14 1 1.22276e-20 5.4505e-10 -180 2.33463e-05 90 1 179.999
6827.14 1 2.64458e-20 5.43453e-10 180 2.33121e-05 90 1 179.999
6837.15 1 -8.63518e-20 5.41863e-10 -180 2.3278e-05 90 1 179.999
6847.16 1 2.64458e-20 5.4028e-10 180 2.32439e-05 90 1 179.999
6857.17 1 4.32233e-20 5.38704e-10 180 2.321e-05 90 1 179.999
6867.18 1 -7.03326e-20 5.37135e-10 180 2.31762e-05 90 1 179.999
6877.19 1 -5.78206e-21 5.35573e-10 180 2.31424e-05 90 1 179.999
6887.2 1 1.01423e-20 5.34017e-10 180 2.31088e-05 90 1 179.999
6897.21 1 9.33661e-20 5.32468e-10 -180 2.30753e-05 90 1 179.999
6907.22 1 1.92419e-20 5.30926e-10 180 2.30418e-05 90 1 179.999
6917.23 1 5.15646e-20 5.29391e-10 -180 2.30085e-05 90 1 179.999
6927.23 1 -3.28914e-20 5.27862e-10 -180 2.29753e-05 90 1 179.999
6937.24 1 -6.78681e-20 5.2634e-10 180 2.29421e-05 90 1 179.999
6947.25 1 6.59724e-20 5.24825e-10 180 2.2909e-05 90 1 179.999
6957.26 1 -9.41244e-20 5.23316e-10 180 2.28761e-05 90 1 179.999
6967.27 1 -3.98109e-20 5.21813e-10 -180 2.28432e-05 90 1 179.999
6977.28 1 1.02371e-20 5.20317e-10 -180 2.28105e-05 90 1 179.999
6987.29 1 -1.65879e-20 5.18827e-10 -180 2.27778e-05 90 1 179.999
6997.3 1 1.70618e-21 5.17344e-10 180 2.27452e-05 90 1 179.999
7007.31 1 9.27026e-20 5.15867e-10 -180 2.27127e-05 90 1 179.999
7017.32 1 8.67309e-20 5.14397e-10 -180 2.26803e-05 90 1 179.999
7027.32 1 1.27016e-20 5.12933e-10 180 2.2648e-05 90 1 179.999
7037.33 1 -4.26546e-21 5.11475e-10 180 2.26158e-05 90 1 179.999
7047.34 1 -3.32706e-20 5.10023e-10 180 2.25837e-05 90 1 179.999
7057.35 1 5.14698e-20 5.08577e-10 -180 2.25517e-05 90 1 179.999
7067.36 1 3.84839e-20 5.07138e-10 180 2.25197e-05 90 1 179.999
7077.37 1 5.47874e-20 5.05704e-10 -180 2.24879e-05 90 1 179.999
7087.38 1 3.37445e-20 5.04277e-10 180 2.24561e-05 90 1 179.999
7097.39 1 -3.97161e-20 5.02856e-10 -180 2.24244e-05 90 1 179.999
7107.4 1 -3.66829e-20 5.0144e-10 180 2.23929e-05 90 1 179.999
7117.41 1 -2.23699e-20 5.00031e-10 -180 2.23614e-05 90 1 179.999
7127.41 1 -9.09964e-21 4.98628e-10 180 2.233e-05 90 1 179.999
7137.42 1 8.10437e-20 4.9723e-10 -180 2.22987e-05 90 1 179.999
7147.43 1 9.51671e-20 4.95838e-10 180 2.22674e-05 90 1 179.999
7157.44 1 -8.19915e-20 4.94453e-10 180 2.22363e-05 90 1 179.999
7167.45 1 -7.18492e-20 4.93073e-10 -180 2.22052e-05 90 1 179.999
7177.46 1 6.38871e-20 4.91698e-10 -180 2.21743e-05 90 1 179.999
7187.47 1 6.97639e-20 4.9033e-10 180 2.21434e-05 90 1 179.999
7197.48 1 -6.17069e-20 4.88967e-10 180 2.21126e-05 90 1 179.999
7207.49 1 -2.55927e-21 4.8761e-10 -180 2.20819e-05 90 1 179.999
7217.5 1 -6.44558e-21 4.86259e-10 180 2.20513e-05 90 1 179.999
7227.5 1 6.1233e-20 4.84913e-10 180 2.20207e-05 90 1 179.999
7237.51 1 1.51661e-21 4.83572e-10 180 2.19903e-05 90 1 179.999
7247.52 1 -4.95741e-20 4.82238e-10 180 2.19599e-05 90 1 179.999
7257.53 1 -9.54514e-20 4.80908e-10 -180 2.19296e-05 90 1 179.999
7267.54 1 -5.365e-20 4.79585e-10 -180 2.18994e-05 90 1 179.999
7277.55 1 7.36502e-20 4.78266e-10 180 2.18693e-05 90 1 179.999
7287.56 1 3.58298e-20 4.76954e-10 -180 2.18393e-05 90 1 179.999
7297.57 1 -2.89103e-20 4.75646e-10 -180 2.18093e-05 90 1 179.999
7307.58 1 7.34606e-20 4.74344e-10 -180 2.17794e-05 90 1 179.999
7317.59 1 9.384e-20 4.73047e-10 180 2.17497e-05 90 1 179.999
7327.59 1 -2.22752e-20 4.71756e-10 180 2.17199e-05 90 1 179.999
7337.6 1 -7.88635e-20 4.7047e-10 -180 2.16903e-05 90 1 179.999
7347.61 1 8.53091e-21 4.69189e-10 -180 2.16608e-05 90 1 179.999
7357.62 1 4.85314e-20 4.67913e-10 -180 2.16313e-05 90 1 179.999
7367.63 1 -1.15641e-20 4.66643e-10 180 2.16019e-05 90 1 179.999
7377.64 1 2.66354e-20 4.65378e-10 -180 2.15726e-05 90 1 179.999
7387.65 1 -8.26551e-20 4.64117e-10 180 2.15434e-05 90 1 179.999
7397.66 1 -5.98112e-20 4.62862e-10 180 2.15142e-05 90 1 179.999
7407.67 1 -3.5735e-20 4.61612e-10 180 2.14852e-05 90 1 179.999
7417.68 1 7.57355e-20 4.60367e-10 -180 2.14562e-05 90 1 179.999
7427.68 1 8.76788e-20 4.59128e-10 -180 2.14273e-05 90 1 179.999
7437.69 1 -4.96689e-20 4.57893e-10 -180 2.13984e-05 90 1 179.999
7447.7 1 2.55927e-21 4.56663e-10 -180 2.13697e-05 90 1 179.999
7457.71 1 9.47879e-22 4.55438e-10 180 2.1341e-05 90 1 179.999
7467.72 1 -4.48347e-20 4.54218e-10 180 2.13124e-05 90 1 179.999
7477.73 1 1.10902e-20 4.53003e-10 -180 2.12839e-05 90 1 179.999
7487.74 1 -7.32711e-20 4.51792e-10 180 2.12554e-05 90 1 179.999
7497.75 1 -9.23234e-20 4.50587e-10 -180 2.1227e-05 90 1 179.999
7507.76 1 4.18963e-20 4.49386e-10 -180 2.11987e-05 90 1 179.999
7517.77 1 -4.64461e-20 4.48191e-10 180 2.11705e-05 90 1 179.999
7527.77 1 -1.55452e-20 4.46999e-10 180 2.11424e-05 90 1 179.999
7537.78 1 8.85319e-20 4.45813e-10 -180 2.11143e-05 90 1 179.999
7547.79 1 8.57831e-20 4.44632e-10 -180 2.10863e-05 90 1 179.999
7557.8 1 6.52141e-20 4.43455e-10 -180 2.10584e-05 90 1 179.999
7567.81 1 -9.22286e-20 4.42282e-10 -180 2.10305e-05 90 1 179.999
7577.82 1 3.09956e-20 4.41115e-10 -180 2.10027e-05 90 1 179.999
7587.83 1 -7.11857e-20 4.39952e-10 180 2.0975e-05 90 1 179.999
7597.84 1 -5.41239e-20 4.38794e-10 -180 2.09474e-05 90 1 179.999
7607.85 1 3.8863e-20 4.3764e-10 -180 2.09198e-05 90 1 179.999
7617.86 1 -9.0712e-20 4.3649e-10 180 2.08924e-05 90 1 179.999
7627.86 1 2.48344e-20 4.35346e-10 -180 2.08649e-05 90 1 179.999
7637.87 1 -4.5119e-20 4.34205e-10 -180 2.08376e-05 90 1 179.999
7647.88 1 -1.59244e-20 4.3307e-10 -180 2.08103e-05 90 1 179.999
7657.89 1 -6.20861e-20 4.31938e-10 180 2.07831e-05 90 1 179.999
7667.9 1 -3.08061e-20 4.30811e-10 180 2.0756e-05 90 1 179.999
7677.91 1 -9.55462e-20 4.29689e-10 180 2.07289e-05 90 1 179.999
7687.92 1 2.91947e-20 4.28571e-10 180 2.0702e-05 90 1 179.999
7697.93 1 -8.57831e-20 4.27457e-10 180 2.0675e-05 90 1 179.999
7707.94 1 3.2607e-20 4.26348e-10 -180 2.06482e-05 90 1 179.999
7717.95 1 8.79632e-20 4.25243e-10 180 2.06214e-05 90 1 179.999
7727.95 1 4.04744e-20 4.24142e-10 -180 2.05947e-05 90 1 179.999
7737.96 1 -8.60674e-20 4.23045e-10 180 2.05681e-05 90 1 179.999
7747.97 1 -5.68727e-21 4.21953e-10 180 2.05415e-05 90 1 179.999
7757.98 1 -1.84836e-20 4.20865e-10 -180 2.0515e-05 90 1 179.999
7767.99 1 -9.59254e-20 4.19781e-10 180 2.04886e-05 90 1 179.999
7778 1 4.54982e-20 4.18701e-10 -180 2.04622e-05 90 1 179.999
7788.01 1 -2.0095e-20 4.17626e-10 -180 2.04359e-05 90 1 179.999
7798.02 1 -6.06643e-21 4.16554e-10 -180 2.04097e-05 90 1 179.999
7808.03 1 -7.98114e-20 4.15487e-10 180 2.03835e-05 90 1 179.999
7818.04 1 -8.38873e-20 4.14424e-10 -180 2.03574e-05 90 1 179.999
7828.05 1 9.47879e-21 4.13365e-10 180 2.03314e-05 90 1 179.999
7838.05 1 -9.46931e-20 4.1231e-10 180 2.03054e-05 90 1 179.999
7848.06 1 -4.46451e-20 4.11259e-10 180 2.02795e-05 90 1 179.999
7858.07 1 5.9906e-20 4.10212e-10 -180 2.02537e-05 90 1 179.999
7868.08 1 5.30812e-20 4.09169e-10 -180 2.02279e-05 90 1 179.999
7878.09 1 3.03321e-20 4.0813e-10 180 2.02022e-05 90 1 179.999
7888.1 1 8.51195e-20 4.07095e-10 180 2.01766e-05 90 1 179.999
7898.11 1 5.45031e-20 4.06064e-10 180 2.0151e-05 90 1 179.999
7908.12 1 3.20383e-20 4.05036e-10 180 2.01255e-05 90 1 179.999
7918.13 1 -7.83896e-20 4.04013e-10 -180 2.01001e-05 90 1 179.999
7928.14 1 -5.4977e-20 4.02994e-10 -180 2.00747e-05 90 1 179.999
7938.14 1 7.20388e-21 4.01978e-10 -180 2.00494e-05 90 1 179.999
7948.15 1 8.05697e-21 4.00966e-10 -180 2.00241e-05 90 1 179.999
7958.16 1 -1.88628e-20 3.99958e-10 180 1.9999e-05 90 1 179.999
7968.17 1 8.76788e-20 3.98954e-10 180 1.99738e-05 90 1 179.999
7978.18 1 3.38393e-20 3.97954e-10 180 1.99488e-05 90 1 179.999
7988.19 1 -7.87688e-20 3.96957e-10 -180 1.99238e-05 90 1 179.999
7998.2 1 3.8863e-20 3.95964e-10 -180 1.98988e-05 90 1 179.999
8008.21 1 3.40289e-20 3.94975e-10 180 1.9874e-05 90 1 179.999
8018.22 1 1.32703e-21 3.9399e-10 -180 1.98492e-05 90 1 179.999
8028.23 1 -2.29387e-20 3.93008e-10 180 1.98244e-05 90 1 179.999
8038.23 1 -1.89576e-21 3.9203e-10 180 1.97997e-05 90 1 179.999
8048.24 1 9.13756e-20 3.91055e-10 180 1.97751e-05 90 1 179.999
8058.25 1 -9.42192e-20 3.90084e-10 180 1.97506e-05 90 1 179.999
8068.26 1 6.15174e-20 3.89117e-10 180 1.97261e-05 90 1 179.999
8078.27 1 -5.38395e-20 3.88153e-10 -180 1.97016e-05 90 1 179.999
8088.28 1 -8.21811e-20 3.87193e-10 -180 1.96772e-05 90 1 179.999
8098.29 1 7.18492e-20 3.86237e-10 -180 1.96529e-05 90 1 179.999
8108.3 1 -6.57828e-20 3.85284e-10 180 1.96287e-05 90 1 179.999
8118.31 1 -8.06645e-20 3.84335e-10 180 1.96045e-05 90 1 179.999
8128.32 1 1.19433e-20 3.83389e-10 180 1.95803e-05 90 1 179.999
8138.32 1 -2.54032e-20 3.82446e-10 -180 1.95562e-05 90 1 179.999
8148.33 1 -1.27016e-20 3.81507e-10 180 1.95322e-05 90 1 179.999
8158.34 1 7.60199e-20 3.80572e-10 180 1.95082e-05 90 1 179.999
8168.35 1 -3.58298e-20 3.7964e-10 180 1.94843e-05 90 1 179.999
8178.36 1 -5.81998e-20 3.78711e-10 180 1.94605e-05 90 1 179.999
8188.37 1 -1.90524e-20 3.77786e-10 -180 1.94367e-05 90 1 179.999
8198.38 1 5.34604e-20 3.76864e-10 180 1.9413e-05 90 1 179.999
8208.39 1 8.34134e-21 3.75945e-10 180 1.93893e-05 90 1 179.999
8218.4 1 1.24172e-20 3.7503e-10 180 1.93657e-05 90 1 179.999
8228.41 1 3.86735e-20 3.74118e-10 -180 1.93421e-05 90 1 179.999
8238.41 1 6.00008e-20 3.7321e-10 -180 1.93186e-05 90 1 179.999
8248.42 1 -7.30815e-20 3.72305e-10 180 1.92952e-05 90 1 179.999
8258.43 1 5.24177e-20 3.71403e-10 -180 1.92718e-05 90 1 179.999
8268.44 1 -2.9479e-20 3.70504e-10 -180 1.92485e-05 90 1 179.999
8278.45 1 4.35077e-20 3.69609e-10 180 1.92252e-05 90 1 179.999
8288.46 1 5.12803e-20 3.68717e-10 -180 1.9202e-05 90 1 179.999
8298.47 1 9.01433e-20 3.67828e-10 180 1.91788e-05 90 1 179.999
8308.48 1 8.43612e-20 3.66942e-10 180 1.91557e-05 90 1 179.999
8318.49 1 -6.34131e-20 3.66059e-10 -180 1.91327e-05 90 1 179.999
8328.5 1 9.66837e-21 3.6518e-10 -180 1.91097e-05 90 1 179.999
8338.5 1 8.40769e-20 3.64304e-10 -180 1.90867e-05 90 1 179.999
8348.51 1 8.63518e-20 3.63431e-10 -180 1.90639e-05 90 1 179.999
8358.52 1 4.04744e-20 3.62561e-10 -180 1.9041e-05 90 1 179.999
8368.53 1 -5.21334e-21 3.61694e-10 -180 1.90183e-05 90 1 179.999
8378.54 1 -7.52616e-20 3.60831e-10 180 1.89955e-05 90 1 179.999
8388.55 1 2.84364e-22 3.5997e-10 -180 1.89729e-05 90 1 179.999
8398.56 1 3.22279e-21 3.59113e-10 -180 1.89503e-05 90 1 179.999
8408.57 1 -1.66827e-20 3.58258e-10 -180 1.89277e-05 90 1 179.999
8418.58 1 -8.29394e-20 3.57407e-10 -180 1.89052e-05 90 1 179.999
8428.59 1 9.52619e-20 3.56559e-10 180 1.88828e-05 90 1 179.999
8438.59 1 -1.3839e-20 3.55713e-10 -180 1.88604e-05 90 1 179.999
8448.6 1 -4.5119e-20 3.54871e-10 180 1.8838e-05 90 1 179.999
8458.61 1 -2.17064e-20 3.54032e-10 -180 1.88157e-05 90 1 179.999
8468.62 1 3.35549e-20 3.53195e-10 -180 1.87935e-05 90 1 179.999
8478.63 1 -2.15169e-20 3.52362e-10 180 1.87713e-05 90 1 179.999
8488.64 1 -9.00485e-20 3.51531e-10 180 1.87492e-05 90 1 179.999
8498.65 1 7.46929e-20 3.50704e-10 -180 1.87271e-05 90 1 179.999
8508.66 1 -1.28912e-20 3.49879e-10 180 1.87051e-05 90 1 179.999
8518.67 1 8.84371e-20 3.49058e-10 180 1.86831e-05 90 1 179.999
8528.68 1 -3.14696e-20 3.48239e-10 180 1.86612e-05 90 1 179.999
8538.68 1 6.94795e-20 3.47423e-10 180 1.86393e-05 90 1 179.999
8548.69 1 2.44553e-20 3.4661e-10 -180 1.86175e-05 90 1 179.999
8558.7 1 -3.67777e-20 3.458e-10 -180 1.85957e-05 90 1 179.999
8568.71 1 -1.70618e-20 3.44992e-10 180 1.8574e-05 90 1 179.999
8578.72 1 -5.58301e-20 3.44188e-10 -180 1.85523e-05 90 1 179.999
8588.73 1 -5.59249e-20 3.43386e-10 180 1.85307e-05 90 1 179.999
8598.74 1 -8.0001e-20 3.42587e-10 -180 1.85091e-05 90 1 179.999
8608.75 1 8.70153e-20 3.41791e-10 180 1.84876e-05 90 1 179.999
8618.76 1 -8.16124e-20 3.40997e-10 180 1.84661e-05 90 1 179.999
8628.77 1 -2.38866e-20 3.40207e-10 180 1.84447e-05 90 1 179.999
8638.77 1 -7.15649e-20 3.39419e-10 180 1.84233e-05 90 1 179.999
8648.78 1 6.68255e-20 3.38634e-10 -180 1.8402e-05 90 1 179.999
8658.79 1 -1.72514e-20 3.37851e-10 180 1.83807e-05 90 1 179.999
8668.8 1 -7.2418e-20 3.37072e-10 -180 1.83595e-05 90 1 179.999
8678.81 1 7.59251e-20 3.36295e-10 -180 1.83383e-05 90 1 179.999
8688.82 1 2.00003e-20 3.3552e-10 -180 1.83172e-05 90 1 179.999
8698.83 1 5.09959e-20 3.34749e-10 -180 1.82961e-05 90 1 179.999
8708.84 1 -8.33186e-20 3.3398e-10 -180 1.82751e-05 90 1 179.999
8718.85 1 -9.16599e-20 3.33213e-10 -180 1.82541e-05 90 1 179.999
8728.86 1 7.01431e-21 3.32449e-10 180 1.82332e-05 90 1 179.999
8738.86 1 -4.7394e-22 3.31688e-10 180 1.82123e-05 90 1 179.999
8748.87 1 -5.47874e-20 3.3093e-10 -180 1.81915e-05 90 1 179.999
8758.88 1 -5.87685e-20 3.30174e-10 180 1.81707e-05 90 1 179.999
8768.89 1 4.74887e-20 3.29421e-10 180 1.81499e-05 90 1 179.999
8778.9 1 5.15646e-20 3.2867e-10 -180 1.81293e-05 90 1 179.999
8788.91 1 -6.48349e-20 3.27922e-10 180 1.81086e-05 90 1 179.999
8798.92 1 6.85317e-20 3.27176e-10 180 1.8088e-05 90 1 179.999
8808.93 1 4.52138e-20 3.26433e-10 -180 1.80675e-05 90 1 179.999
8818.94 1 -7.32711e-20 3.25693e-10 -180 1.8047e-05 90 1 179.999
8828.95 1 -7.52616e-20 3.24954e-10 -180 1.80265e-05 90 1 179.999
8838.95 1 -1.37442e-20 3.24219e-10 180 1.80061e-05 90 1 179.999
8848.96 1 9.37452e-20 3.23486e-10 -180 1.79857e-05 90 1 179.999
8858.97 1 -4.38868e-20 3.22755e-10 180 1.79654e-05 90 1 179.999
8868.98 1 2.39813e-20 3.22027e-10 -180 1.79451e-05 90 1 179.999
8878.99 1 8.61622e-20 3.21302e-10 -180 1.79249e-05 90 1 179.999
8889 1 4.53086e-20 3.20579e-10 180 1.79047e-05 90 1 179.999
8899.01 1 4.48347e-20 3.19858e-10 180 1.78846e-05 90 1 179.999
8909.02 1 -1.22276e-20 3.1914e-10 -180 1.78645e-05 90 1 179.999
8919.03 1 5.14698e-20 3.18424e-10 180 1.78444e-05 90 1 179.999
8929.04 1 2.5024e-20 3.1771e-10 -180 1.78244e-05 90 1 179.999
8939.05 1 -2.73937e-20 3.16999e-10 180 1.78045e-05 90 1 179.999
8949.05 1 -8.72049e-21 3.1629e-10 180 1.77846e-05 90 1 179.999
8959.06 1 -4.85314e-20 3.15584e-10 180 1.77647e-05 90 1 179.999
8969.07 1 3.128e-20 3.1488e-10 -180 1.77449e-05 90 1 179.999
8979.08 1 2.04742e-20 3.14179e-10 -180 1.77251e-05 90 1 179.999
8989.09 1 1.60192e-20 3.13479e-10 180 1.77053e-05 90 1 179.999
8999.1 1 8.30342e-20 3.12782e-10 -180 1.76857e-05 90 1 179.999
9009.11 1 9.36505e-20 3.12088e-10 180 1.7666e-05 90 1 179.999
9019.12 1 6.27496e-20 3.11395e-10 -180 1.76464e-05 90 1 179.999
9029.13 1 -5.58301e-20 3.10705e-10 -180 1.76268e-05 90 1 179.999
9039.14 1 -8.30342e-20 3.10018e-10 180 1.76073e-05 90 1 179.999
9049.14 1 -4.36024e-21 3.09332e-10 -180 1.75878e-05 90 1 179.999
9059.15 1 2.3223e-20 3.08649e-10 -180 1.75684e-05 90 1 179.999
9069.16 1 1.42182e-20 3.07968e-10 -180 1.7549e-05 90 1 179.999
9079.17 1 -4.65409e-20 3.0729e-10 -180 1.75297e-05 90 1 179.999
9089.18 1 -9.00485e-21 3.06613e-10 180 1.75104e-05 90 1 179.999
9099.19 1 -5.30812e-20 3.05939e-10 180 1.74911e-05 90 1 179.999
9109.2 1 -2.80572e-20 3.05267e-10 -180 1.74719e-05 90 1 179.999
9119.21 1 7.97166e-20 3.04597e-10 -180 1.74527e-05 90 1 179.999
9129.22 1 3.34601e-20 3.0393e-10 180 1.74336e-05 90 1 179.999
9139.23 1 -7.00483e-20 3.03264e-10 180 1.74145e-05 90 1 179.999
9149.23 1 -5.13751e-20 3.02601e-10 -180 1.73954e-05 90 1 179.999
9159.24 1 -3.52611e-20 3.0194e-10 -180 1.73764e-05 90 1 179.999
9169.25 1 7.45981e-20 3.01281e-10 180 1.73575e-05 90 1 179.999
9179.26 1 -4.03797e-20 3.00625e-10 180 1.73385e-05 90 1 179.999
9189.27 1 -8.98589e-20 2.9997e-10 -180 1.73196e-05 90 1 179.999
9199.28 1 -3.8863e-21 2.99318e-10 -180 1.73008e-05 90 1 179.999
9209.29 1 9.76316e-21 2.98668e-10 -180 1.7282e-05 90 1 179.999
9219.3 1 -6.27496e-20 2.98019e-10 -180 1.72632e-05 90 1 179.999
9229.31 1 -4.07588e-20 2.97373e-10 -180 1.72445e-05 90 1 179.999
9239.32 1 -4.74887e-20 2.96729e-10 180 1.72258e-05 90 1 179.999
9249.32 1 -7.12805e-20 2.96088e-10 -180 1.72072e-05 90 1 179.999
9259.33 1 -4.1138e-20 2.95448e-10 -180 1.71886e-05 90 1 179.999
9269.34 1 -7.96218e-20 2.9481e-10 180 1.717e-05 90 1 179.999
9279.35 1 -5.59249e-21 2.94175e-10 -180 1.71515e-05 90 1 179.999
9289.36 1 -2.27491e-21 2.93541e-10 180 1.7133e-05 90 1 179.999
9299.37 1 -2.15169e-20 2.92909e-10 -180 1.71146e-05 90 1 179.999
9309.38 1 -5.24177e-20 2.9228e-10 180 1.70962e-05 90 1 179.999
9319.39 1 -2.26543e-20 2.91652e-10 180 1.70778e-05 90 1 179.999
9329.4 1 -3.05217e-20 2.91027e-10 180 1.70595e-05 90 1 179.999
9339.41 1 8.25603e-20 2.90403e-10 180 1.70412e-05 90 1 179.999
9349.41 1 2.42657e-20 2.89782e-10 180 1.7023e-05 90 1 179.999
9359.42 1 8.4456e-20 2.89163e-10 -180 1.70048e-05 90 1 179.999
9369.43 1 3.41236e-20 2.88545e-10 -180 1.69866e-05 90 1 179.999
9379.44 1 -3.08061e-20 2.8793e-10 180 1.69685e-05 90 1 179.999
9389.45 1 7.13753e-20 2.87316e-10 -180 1.69504e-05 90 1 179.999
9399.46 1 -5.98112e-20 2.86704e-10 180 1.69324e-05 90 1 179.999
9409.47 1 3.801e-20 2.86095e-10 180 1.69143e-05 90 1 179.999
9419.48 1 -3.51663e-20 2.85487e-10 180 1.68964e-05 90 1 179.999
9429.49 1 1.03319e-20 2.84881e-10 180 1.68784e-05 90 1 179.999
9439.5 1 5.4977e-20 2.84278e-10 180 1.68605e-05 90 1 179.999
9449.5 1 2.84364e-22 2.83676e-10 -180 1.68427e-05 90 1 179.999
9459.51 1 -7.87688e-20 2.83076e-10 180 1.68249e-05 90 1 179.999
9469.52 1 3.79152e-22 2.82478e-10 -180 1.68071e-05 90 1 179.999
9479.53 1 -7.47877e-20 2.81881e-10 -180 1.67893e-05 90 1 179.999
9489.54 1 9.19443e-20 2.81287e-10 -180 1.67716e-05 90 1 179.999
9499.55 1 -5.87685e-21 2.80695e-10 -180 1.67539e-05 90 1 179.999
9509.56 1 8.43612e-21 2.80104e-10 180 1.67363e-05 90 1 179.999
9519.57 1 1.72514e-20 2.79515e-10 -180 1.67187e-05 90 1 179.999
9529.58 1 2.78676e-20 2.78929e-10 180 1.67012e-05 90 1 179.999
9539.59 1 -9.5641e-20 2.78344e-10 180 1.66836e-05 90 1 179.999
9549.59 1 -4.5593e-20 2.7776e-10 180 1.66661e-05 90 1 179.999
9559.6 1 4.26546e-20 2.77179e-10 180 1.66487e-05 90 1 179.999
9569.61 1 8.79632e-20 2.766e-10 180 1.66313e-05 90 1 179.999
9579.62 1 -4.41712e-20 2.76022e-10 -180 1.66139e-05 90 1 179.999
9589.63 1 4.12327e-20 2.75446e-10 -180 1.65966e-05 90 1 179.999
9599.64 1 3.35549e-20 2.74872e-10 -180 1.65793e-05 90 1 179.999
9609.65 1 2.74885e-20 2.743e-10 -180 1.6562e-05 90 1 179.999
9619.66 1 -4.17067e-21 2.73729e-10 -180 1.65448e-05 90 1 179.999
9629.67 1 3.34601e-20 2.7316e-10 180 1.65276e-05 90 1 179.999
9639.68 1 4.07588e-20 2.72593e-10 -180 1.65104e-05 90 1 179.999
9649.68 1 -8.72049e-21 2.72028e-10 180 1.64933e-05 90 1 179.999
9659.69 1 -2.02846e-20 2.71465e-10 180 1.64762e-05 90 1 179.999
9669.7 1 8.52143e-20 2.70903e-10 180 1.64591e-05 90 1 179.999
9679.71 1 -7.5546e-20 2.70343e-10 -180 1.64421e-05 90 1 179.999
9689.72 1 5.44083e-20 2.69785e-10 180 1.64251e-05 90 1 179.999
9699.73 1 -1.27016e-20 2.69228e-10 180 1.64082e-05 90 1 179.999
9709.74 1 -3.31758e-21 2.68674e-10 180 1.63913e-05 90 1 179.999
9719.75 1 7.28919e-20 2.68121e-10 180 1.63744e-05 90 1 179.999
9729.76 1 -7.81052e-20 2.67569e-10 180 1.63575e-05 90 1 179.999
9739.77 1 1.20381e-20 2.6702e-10 -180 1.63407e-05 90 1 179.999
9749.77 1 4.91949e-20 2.66472e-10 -180 1.6324e-05 90 1 179.999
9759.78 1 1.00475e-20 2.65925e-10 180 1.63072e-05 90 1 179.999
9769.79 1 9.26078e-20 2.65381e-10 180 1.62905e-05 90 1 179.999
9779.8 1 -1.09006e-20 2.64838e-10 -180 1.62738e-05 90 1 179.999
9789.81 1 7.84844e-20 2.64297e-10 180 1.62572e-05 90 1 179.999
9799.82 1 5.365e-20 2.63757e-10 180 1.62406e-05 90 1 179.999
9809.83 1 -8.21811e-20 2.63219e-10 -180 1.6224e-05 90 1 179.999
9819.84 1 3.73464e-20 2.62683e-10 -180 1.62075e-05 90 1 179.999
9829.85 1 -7.63043e-20 2.62148e-10 180 1.6191e-05 90 1 179.999
9839.86 1 -4.39816e-20 2.61615e-10 180 1.61745e-05 90 1 179.999
9849.86 1 -6.93848e-20 2.61084e-10 180 1.61581e-05 90 1 179.999
9859.87 1 -7.03326e-20 2.60554e-10 180 1.61417e-05 90 1 179.999
9869.88 1 -5.55457e-20 2.60026e-10 -180 1.61253e-05 90 1 179.999
9879.89 1 6.83421e-20 2.59499e-10 -180 1.6109e-05 90 1 179.999
9889.9 1 -9.60202e-20 2.58974e-10 180 1.60927e-05 90 1 179.999
9899.91 1 1.41234e-20 2.58451e-10 180 1.60764e-05 90 1 179.999
9909.92 1 1.24172e-20 2.57929e-10 -180 1.60602e-05 90 1 179.999
9919.93 1 -1.82941e-20 2.57409e-10 -180 1.6044e-05 90 1 179.999
9929.94 1 1.53556e-20 2.5689e-10 -180 1.60278e-05 90 1 179.999
9939.95 1 9.46931e-20 2.56373e-10 -180 1.60117e-05 90 1 179.999
9949.95 1 2.66354e-20 2.55857e-10 180 1.59955e-05 90 1 179.999
9959.96 1 -1.27964e-20 2.55343e-10 -180 1.59795e-05 90 1 179.999
9969.97 1 -2.27491e-20 2.54831e-10 180 1.59634e-05 90 1 179.999
9979.98 1 -2.10429e-20 2.5432e-10 180 1.59474e-05 90 1 179.999
9989.99 1 8.55935e-20 2.53811e-10 180 1.59314e-05 90 1 179.999
10000 1 9.45036e-20 2.53303e-10 180 1.59155e-05 90 1 179.999
