f 1m 1f 2m 2f jL0201m jL0201f jV0100m jV0100f 
3394.05 1 1.2967e-19 2.19889e-09 -180 4.68923e-05 90 1 179.997
3404.06 1 1.24172e-19 2.18597e-09 180 4.67544e-05 90 1 179.997
3414.07 1 -7.18492e-20 2.17318e-09 -180 4.66173e-05 90 1 179.997
3424.08 1 -1.55452e-20 2.16049e-09 -180 4.64811e-05 90 1 179.997
3434.09 1 -1.23224e-19 2.14791e-09 -180 4.63456e-05 90 1 179.997
3444.1 1 4.89106e-20 2.13545e-09 -180 4.62109e-05 90 1 179.997
3454.11 1 -1.05025e-19 2.12309e-09 180 4.6077e-05 90 1 179.997
3464.12 1 -1.30049e-19 2.11084e-09 180 4.59439e-05 90 1 179.997
3474.13 1 -5.57353e-20 2.09869e-09 180 4.58115e-05 90 1 179.997
3484.14 1 -1.44078e-20 2.08665e-09 180 4.56799e-05 90 1 179.997
3494.14 1 1.47111e-19 2.07472e-09 -180 4.5549e-05 90 1 179.997
3504.15 1 -7.96218e-21 2.06288e-09 180 4.54189e-05 90 1 179.997
3514.16 1 -1.50523e-19 2.05115e-09 180 4.52896e-05 90 1 179.997
3524.17 1 -5.42187e-20 2.03951e-09 180 4.5161e-05 90 1 179.997
3534.18 1 1.90524e-19 2.02798e-09 -180 4.50331e-05 90 1 179.997
3544.19 1 1.00286e-19 2.01654e-09 -180 4.49059e-05 90 1 179.997
3554.2 1 -5.17542e-20 2.0052e-09 180 4.47794e-05 90 1 179.997
3564.21 1 -1.59244e-20 1.99395e-09 180 4.46537e-05 90 1 179.997
3574.22 1 -3.45028e-20 1.9828e-09 180 4.45286e-05 90 1 179.997
3584.23 1 -9.15651e-20 1.97174e-09 180 4.44043e-05 90 1 179.997
3594.23 1 1.8332e-19 1.96077e-09 -180 4.42806e-05 90 1 179.997
3604.24 1 -7.58303e-22 1.9499e-09 -180 4.41577e-05 90 1 179.997
3614.25 1 -1.28912e-19 1.93911e-09 -180 4.40354e-05 90 1 179.997
3624.26 1 1.01802e-19 1.92842e-09 -180 4.39138e-05 90 1 179.997
3634.27 1 8.91006e-21 1.91781e-09 -180 4.37928e-05 90 1 179.997
3644.28 1 -1.85784e-19 1.90729e-09 180 4.36725e-05 90 1 179.997
3654.29 1 1.34978e-19 1.89686e-09 180 4.35529e-05 90 1 179.998
3664.3 1 1.57348e-19 1.88651e-09 180 4.3434e-05 90 1 179.998
3674.31 1 -1.46542e-19 1.87624e-09 -180 4.33156e-05 90 1 179.998
3684.32 1 -1.87301e-19 1.86606e-09 -180 4.3198e-05 90 1 179.998
3694.32 1 1.8332e-19 1.85597e-09 -180 4.30809e-05 90 1 179.998
3704.33 1 -1.52798e-19 1.84595e-09 180 4.29645e-05 90 1 179.998
3714.34 1 -3.7536e-20 1.83602e-09 180 4.28488e-05 90 1 179.998
3724.35 1 7.62095e-20 1.82616e-09 180 4.27336e-05 90 1 179.998
3734.36 1 2.48344e-20 1.81638e-09 180 4.26191e-05 90 1 179.998
3744.37 1 1.27585e-19 1.80669e-09 -180 4.25051e-05 90 1 179.998
3754.38 1 -5.53561e-20 1.79707e-09 -180 4.23918e-05 90 1 179.998
3764.39 1 -9.82003e-20 1.78752e-09 -180 4.22791e-05 90 1 179.998
3774.4 1 -6.27496e-20 1.77806e-09 180 4.2167e-05 90 1 179.998
3784.41 1 4.36024e-20 1.76866e-09 -180 4.20555e-05 90 1 179.998
3794.41 1 2.31283e-20 1.75934e-09 180 4.19445e-05 90 1 179.998
3804.42 1 -1.5185e-19 1.7501e-09 180 4.18342e-05 90 1 179.998
3814.43 1 5.06167e-20 1.74093e-09 -180 4.17244e-05 90 1 179.998
3824.44 1 1.90524e-19 1.73183e-09 -180 4.16152e-05 90 1 179.998
3834.45 1 -2.65406e-21 1.7228e-09 -180 4.15066e-05 90 1 179.998
3844.46 1 -1.01044e-19 1.71384e-09 180 4.13985e-05 90 1 179.998
3854.47 1 -1.57348e-19 1.70495e-09 180 4.1291e-05 90 1 179.998
3864.48 1 -1.66827e-19 1.69613e-09 180 4.11841e-05 90 1 179.998
3874.49 1 -9.15651e-20 1.68738e-09 -180 4.10777e-05 90 1 179.998
3884.5 1 1.59054e-19 1.67869e-09 -180 4.09718e-05 90 1 179.998
3894.5 1 6.65411e-20 1.67007e-09 -180 4.08665e-05 90 1 179.998
3904.51 1 1.88249e-19 1.66152e-09 180 4.07618e-05 90 1 179.998
3914.52 1 -1.67964e-19 1.65304e-09 -180 4.06576e-05 90 1 179.998
3924.53 1 -1.03888e-19 1.64462e-09 180 4.05539e-05 90 1 179.998
3934.54 1 1.56779e-19 1.63626e-09 -180 4.04507e-05 90 1 179.998
3944.55 1 -9.51671e-20 1.62797e-09 -180 4.03481e-05 90 1 179.998
3954.56 1 3.2607e-20 1.61974e-09 -180 4.02459e-05 90 1 179.998
3964.57 1 3.63986e-20 1.61157e-09 180 4.01443e-05 90 1 179.998
3974.58 1 -3.24175e-20 1.60346e-09 180 4.00432e-05 90 1 179.998
3984.59 1 1.80287e-19 1.59542e-09 -180 3.99427e-05 90 1 179.998
3994.59 1 2.14221e-20 1.58743e-09 -180 3.98426e-05 90 1 179.998
4004.6 1 3.67777e-20 1.57951e-09 -180 3.9743e-05 90 1 179.998
4014.61 1 -8.7584e-20 1.57164e-09 -180 3.96439e-05 90 1 179.998
4024.62 1 -9.47879e-21 1.56383e-09 180 3.95453e-05 90 1 179.998
4034.63 1 -1.12229e-19 1.55608e-09 180 3.94472e-05 90 1 179.998
4044.64 1 3.20383e-20 1.54839e-09 180 3.93496e-05 90 1 179.998
4054.65 1 -2.97634e-20 1.54076e-09 180 3.92525e-05 90 1 179.998
4064.66 1 -8.22759e-20 1.53318e-09 180 3.91558e-05 90 1 179.998
4074.67 1 -1.30428e-19 1.52565e-09 180 3.90596e-05 90 1 179.998
4084.68 1 -7.77261e-21 1.51819e-09 -180 3.89639e-05 90 1 179.998
4094.68 1 -4.47399e-20 1.51077e-09 180 3.88687e-05 90 1 179.998
4104.69 1 -4.89106e-20 1.50341e-09 -180 3.87739e-05 90 1 179.998
4114.7 1 -1.08058e-20 1.49611e-09 180 3.86796e-05 90 1 179.998
4124.71 1 -7.03326e-20 1.48886e-09 180 3.85857e-05 90 1 179.998
4134.72 1 -5.6304e-20 1.48166e-09 -180 3.84923e-05 90 1 179.998
4144.73 1 -1.57727e-19 1.47451e-09 -180 3.83994e-05 90 1 179.998
4154.74 1 -1.47111e-19 1.46741e-09 -180 3.83068e-05 90 1 179.998
4164.75 1 -6.00955e-20 1.46037e-09 -180 3.82148e-05 90 1 179.998
4174.76 1 -5.68727e-21 1.45338e-09 180 3.81232e-05 90 1 179.998
4184.77 1 -6.63515e-20 1.44643e-09 -180 3.8032e-05 90 1 179.998
4194.77 1 1.84836e-19 1.43954e-09 -180 3.79412e-05 90 1 179.998
4204.78 1 8.6257e-20 1.43269e-09 180 3.78509e-05 90 1 179.998
4214.79 1 1.13745e-19 1.4259e-09 -180 3.7761e-05 90 1 179.998
4224.8 1 1.35926e-19 1.41915e-09 180 3.76716e-05 90 1 179.998
4234.81 1 -1.93936e-19 1.41245e-09 180 3.75825e-05 90 1 179.998
4244.82 1 -1.82372e-19 1.40579e-09 -180 3.74939e-05 90 1 179.998
4254.83 1 -4.01901e-20 1.39919e-09 -180 3.74057e-05 90 1 179.998
4264.84 1 1.92988e-19 1.39263e-09 -180 3.73179e-05 90 1 179.998
4274.85 1 -1.2531e-19 1.38611e-09 180 3.72306e-05 90 1 179.998
4284.86 1 1.75737e-19 1.37965e-09 180 3.71436e-05 90 1 179.998
4294.86 1 4.22754e-20 1.37322e-09 -180 3.7057e-05 90 1 179.998
4304.87 1 -1.73272e-19 1.36685e-09 180 3.69709e-05 90 1 179.998
4314.88 1 6.82473e-20 1.36051e-09 180 3.68851e-05 90 1 179.998
4324.89 1 -1.55452e-19 1.35422e-09 180 3.67998e-05 90 1 179.998
4334.9 1 1.21329e-19 1.34798e-09 -180 3.67148e-05 90 1 179.998
4344.91 1 1.71756e-19 1.34177e-09 -180 3.66302e-05 90 1 179.998
4354.92 1 6.78681e-20 1.33561e-09 -180 3.6546e-05 90 1 179.998
4364.93 1 1.32134e-19 1.32949e-09 -180 3.64622e-05 90 1 179.998
4374.94 1 7.20388e-21 1.32342e-09 -180 3.63788e-05 90 1 179.998
4384.95 1 -1.01613e-19 1.31738e-09 180 3.62958e-05 90 1 179.998
4394.95 1 -1.27205e-19 1.31139e-09 180 3.62131e-05 90 1 179.998
4404.96 1 1.73083e-19 1.30544e-09 -180 3.61308e-05 90 1 179.998
4414.97 1 -3.37445e-20 1.29952e-09 -180 3.60489e-05 90 1 179.998
4424.98 1 -8.28446e-20 1.29365e-09 180 3.59674e-05 90 1 179.998
4434.99 1 -6.63515e-20 1.28782e-09 -180 3.58862e-05 90 1 179.998
4445 1 8.15176e-21 1.28203e-09 -180 3.58054e-05 90 1 179.998
4455.01 1 8.15176e-20 1.27627e-09 180 3.57249e-05 90 1 179.998
4465.02 1 1.77443e-19 1.27056e-09 180 3.56449e-05 90 1 179.998
4475.03 1 4.30337e-20 1.26488e-09 180 3.55651e-05 90 1 179.998
4485.04 1 1.22276e-19 1.25924e-09 180 3.54858e-05 90 1 179.998
4495.05 1 9.55462e-20 1.25364e-09 -180 3.54068e-05 90 1 179.998
4505.05 1 1.473e-19 1.24807e-09 180 3.53281e-05 90 1 179.998
4515.06 1 -1.09954e-20 1.24255e-09 180 3.52498e-05 90 1 179.998
4525.07 1 -1.02371e-19 1.23706e-09 180 3.51718e-05 90 1 179.998
4535.08 1 -1.89576e-22 1.2316e-09 -180 3.50942e-05 90 1 179.998
4545.09 1 1.54883e-19 1.22618e-09 180 3.50169e-05 90 1 179.998
4555.1 1 -3.52611e-20 1.2208e-09 180 3.494e-05 90 1 179.998
4565.11 1 -7.10909e-20 1.21545e-09 180 3.48633e-05 90 1 179.998
4575.12 1 6.256e-20 1.21014e-09 -180 3.47871e-05 90 1 179.998
4585.13 1 -1.04267e-19 1.20486e-09 -180 3.47111e-05 90 1 179.998
4595.14 1 2.5024e-20 1.19962e-09 -180 3.46355e-05 90 1 179.998
4605.14 1 -1.05594e-19 1.19441e-09 -180 3.45603e-05 90 1 179.998
4615.15 1 -9.51671e-20 1.18924e-09 -180 3.44853e-05 90 1 179.998
4625.16 1 8.17072e-20 1.18409e-09 -180 3.44107e-05 90 1 179.998
4635.17 1 -9.36505e-20 1.17899e-09 180 3.43364e-05 90 1 179.998
4645.18 1 -1.82751e-19 1.17391e-09 -180 3.42624e-05 90 1 179.998
4655.19 1 9.59254e-20 1.16887e-09 180 3.41887e-05 90 1 179.998
4665.2 1 4.03797e-20 1.16386e-09 180 3.41154e-05 90 1 179.998
4675.21 1 1.26826e-19 1.15888e-09 180 3.40423e-05 90 1 179.998
4685.22 1 -1.05215e-19 1.15393e-09 180 3.39696e-05 90 1 179.998
4695.23 1 5.93372e-20 1.14902e-09 180 3.38972e-05 90 1 179.998
4705.23 1 -3.39341e-20 1.14414e-09 -180 3.38251e-05 90 1 179.998
4715.24 1 1.37442e-19 1.13928e-09 -180 3.37533e-05 90 1 179.998
4725.25 1 -1.90713e-19 1.13446e-09 180 3.36818e-05 90 1 179.998
4735.26 1 -1.27395e-19 1.12967e-09 180 3.36106e-05 90 1 179.998
4745.27 1 1.46542e-19 1.12491e-09 180 3.35397e-05 90 1 179.998
4755.28 1 -1.43319e-19 1.12018e-09 180 3.34691e-05 90 1 179.998
4765.29 1 1.42751e-19 1.11548e-09 -180 3.33988e-05 90 1 179.998
4775.3 1 -9.99065e-20 1.11081e-09 180 3.33288e-05 90 1 179.998
4785.31 1 -9.83899e-20 1.10617e-09 -180 3.32591e-05 90 1 179.998
4795.32 1 1.32703e-20 1.10155e-09 180 3.31897e-05 90 1 179.998
4805.32 1 -1.01802e-19 1.09697e-09 -180 3.31205e-05 90 1 179.998
4815.33 1 -2.71093e-20 1.09241e-09 180 3.30517e-05 90 1 179.998
4825.34 1 -4.70148e-20 1.08789e-09 180 3.29831e-05 90 1 179.998
4835.35 1 -1.13745e-19 1.08339e-09 180 3.29149e-05 90 1 179.998
4845.36 1 -1.06921e-19 1.07892e-09 180 3.28469e-05 90 1 179.998
4855.37 1 4.09484e-20 1.07447e-09 180 3.27792e-05 90 1 179.998
4865.38 1 -1.30428e-19 1.07006e-09 180 3.27117e-05 90 1 179.998
4875.39 1 -1.17347e-19 1.06567e-09 -180 3.26446e-05 90 1 179.998
4885.4 1 -3.22279e-21 1.06131e-09 180 3.25777e-05 90 1 179.998
4895.41 1 1.64173e-19 1.05697e-09 -180 3.25111e-05 90 1 179.998
4905.41 1 1.37632e-19 1.05266e-09 -180 3.24447e-05 90 1 179.998
4915.42 1 6.6162e-20 1.04838e-09 180 3.23787e-05 90 1 179.998
4925.43 1 1.07489e-19 1.04412e-09 180 3.23129e-05 90 1 179.998
4935.44 1 3.8863e-20 1.03989e-09 -180 3.22474e-05 90 1 179.998
4945.45 1 3.39341e-20 1.03569e-09 180 3.21821e-05 90 1 179.998
4955.46 1 -1.13745e-19 1.03151e-09 -180 3.21171e-05 90 1 179.998
4965.47 1 -1.04267e-20 1.02735e-09 -180 3.20524e-05 90 1 179.998
4975.48 1 -5.17542e-20 1.02322e-09 -180 3.19879e-05 90 1 179.998
4985.49 1 1.70618e-19 1.01912e-09 180 3.19237e-05 90 1 179.998
4995.5 1 9.21339e-20 1.01504e-09 -180 3.18597e-05 90 1 179.998
5005.5 1 -6.80577e-20 1.01098e-09 180 3.1796e-05 90 1 179.998
5015.51 1 1.18864e-19 1.00695e-09 -180 3.17325e-05 90 1 179.998
5025.52 1 -9.17547e-20 1.00295e-09 -180 3.16693e-05 90 1 179.998
5035.53 1 1.31186e-19 9.98964e-10 -180 3.16064e-05 90 1 179.998
5045.54 1 7.12805e-20 9.95004e-10 180 3.15437e-05 90 1 179.998
5055.55 1 1.70808e-19 9.91068e-10 -180 3.14812e-05 90 1 179.998
5065.56 1 -7.29867e-20 9.87156e-10 180 3.1419e-05 90 1 179.998
5075.57 1 -1.55452e-20 9.83266e-10 180 3.13571e-05 90 1 179.998
5085.58 1 -1.46732e-19 9.79399e-10 180 3.12954e-05 90 1 179.998
5095.59 1 -1.85595e-19 9.75556e-10 180 3.12339e-05 90 1 179.998
5105.59 1 -3.35549e-20 9.71734e-10 -180 3.11727e-05 90 1 179.998
5115.6 1 1.64931e-20 9.67936e-10 180 3.11117e-05 90 1 179.998
5125.61 1 -1.14693e-19 9.64159e-10 180 3.10509e-05 90 1 179.998
5135.62 1 7.01431e-20 9.60405e-10 -180 3.09904e-05 90 1 179.998
5145.63 1 1.13556e-19 9.56672e-10 -180 3.09301e-05 90 1 179.998
5155.64 1 1.37442e-19 9.52961e-10 -180 3.08701e-05 90 1 179.998
5165.65 1 -1.12229e-19 9.49272e-10 -180 3.08103e-05 90 1 179.998
5175.66 1 -1.09006e-19 9.45604e-10 -180 3.07507e-05 90 1 179.998
5185.67 1 9.59254e-20 9.41957e-10 -180 3.06913e-05 90 1 179.998
5195.68 1 -1.24172e-19 9.38331e-10 -180 3.06322e-05 90 1 179.998
5205.68 1 -3.31758e-20 9.34726e-10 180 3.05733e-05 90 1 179.998
5215.69 1 -5.28917e-20 9.31142e-10 180 3.05146e-05 90 1 179.998
5225.7 1 -1.73462e-20 9.27579e-10 180 3.04562e-05 90 1 179.998
5235.71 1 4.97637e-20 9.24036e-10 180 3.0398e-05 90 1 179.998
5245.72 1 -6.32235e-20 9.20513e-10 180 3.034e-05 90 1 179.998
5255.73 1 1.76306e-20 9.1701e-10 -180 3.02822e-05 90 1 179.998
5265.74 1 9.23234e-20 9.13528e-10 -180 3.02246e-05 90 1 179.998
5275.75 1 -3.59246e-20 9.10065e-10 -180 3.01673e-05 90 1 179.998
5285.76 1 2.00003e-20 9.06621e-10 180 3.01102e-05 90 1 179.998
5295.77 1 7.67782e-20 9.03198e-10 -180 3.00532e-05 90 1 179.998
5305.77 1 -4.81523e-20 8.99793e-10 -180 2.99966e-05 90 1 179.998
5315.78 1 4.54982e-20 8.96408e-10 -180 2.99401e-05 90 1 179.998
5325.79 1 -3.60194e-21 8.93042e-10 -180 2.98838e-05 90 1 179.998
5335.8 1 1.97159e-20 8.89694e-10 -180 2.98277e-05 90 1 179.998
5345.81 1 -4.57826e-20 8.86366e-10 -180 2.97719e-05 90 1 179.998
5355.82 1 2.78676e-20 8.83056e-10 -180 2.97163e-05 90 1 179.998
5365.83 1 8.41717e-20 8.79765e-10 -180 2.96608e-05 90 1 179.998
5375.84 1 -2.35074e-20 8.76492e-10 -180 2.96056e-05 90 1 179.998
5385.85 1 -5.41239e-20 8.73237e-10 -180 2.95506e-05 90 1 179.998
5395.86 1 4.29389e-20 8.70001e-10 -180 2.94958e-05 90 1 179.998
5405.86 1 -6.55932e-20 8.66782e-10 180 2.94412e-05 90 1 179.998
5415.87 1 6.70151e-20 8.63581e-10 180 2.93868e-05 90 1 179.998
5425.88 1 -7.15649e-20 8.60398e-10 -180 2.93325e-05 90 1 179.998
5435.89 1 -2.57823e-20 8.57233e-10 180 2.92785e-05 90 1 179.998
5445.9 1 8.15176e-20 8.54084e-10 -180 2.92247e-05 90 1 179.998
5455.91 1 -7.16597e-20 8.50954e-10 180 2.91711e-05 90 1 179.998
5465.92 1 -1.61139e-21 8.4784e-10 180 2.91177e-05 90 1 179.998
5475.93 1 -1.34599e-20 8.44743e-10 180 2.90645e-05 90 1 179.998
5485.94 1 -2.95738e-20 8.41664e-10 180 2.90114e-05 90 1 179.998
5495.95 1 3.94318e-20 8.38601e-10 -180 2.89586e-05 90 1 179.998
5505.95 1 -9.1186e-20 8.35555e-10 -180 2.8906e-05 90 1 179.998
5515.96 1 6.4361e-20 8.32525e-10 -180 2.88535e-05 90 1 179.998
5525.97 1 2.5024e-20 8.29512e-10 180 2.88013e-05 90 1 179.998
5535.98 1 7.83896e-20 8.26515e-10 180 2.87492e-05 90 1 179.998
5545.99 1 -3.36497e-20 8.23535e-10 180 2.86973e-05 90 1 179.998
5556 1 -1.62087e-20 8.2057e-10 180 2.86456e-05 90 1 179.998
5566.01 1 5.15646e-20 8.17622e-10 -180 2.85941e-05 90 1 179.998
5576.02 1 9.36505e-20 8.14689e-10 -180 2.85428e-05 90 1 179.998
5586.03 1 3.77256e-20 8.11772e-10 180 2.84916e-05 90 1 179.998
5596.04 1 8.6257e-21 8.08871e-10 -180 2.84407e-05 90 1 179.998
5606.05 1 -5.96216e-20 8.05985e-10 180 2.83899e-05 90 1 179.998
5616.05 1 -2.16116e-20 8.03115e-10 -180 2.83393e-05 90 1 179.998
5626.06 1 3.55455e-20 8.0026e-10 -180 2.82889e-05 90 1 179.998
5636.07 1 8.37925e-20 7.9742e-10 180 2.82386e-05 90 1 179.998
5646.08 1 5.60197e-20 7.94595e-10 180 2.81886e-05 90 1 179.998
5656.09 1 9.62097e-20 7.91786e-10 -180 2.81387e-05 90 1 179.998
5666.1 1 -3.65881e-20 7.88991e-10 -180 2.8089e-05 90 1 179.998
5676.11 1 1.99055e-21 7.86211e-10 -180 2.80394e-05 90 1 179.998
5686.12 1 -3.91474e-20 7.83445e-10 180 2.79901e-05 90 1 179.998
5696.13 1 2.8152e-20 7.80694e-10 180 2.79409e-05 90 1 179.998
5706.14 1 -5.74415e-20 7.77958e-10 180 2.78919e-05 90 1 179.998
5716.14 1 7.64938e-20 7.75236e-10 180 2.78431e-05 90 1 179.998
5726.15 1 1.27016e-20 7.72528e-10 -180 2.77944e-05 90 1 179.998
5736.16 1 7.82948e-20 7.69835e-10 180 2.77459e-05 90 1 179.998
5746.17 1 -8.6257e-20 7.67155e-10 180 2.76976e-05 90 1 179.998
5756.18 1 2.73937e-20 7.64489e-10 -180 2.76494e-05 90 1 179.998
5766.19 1 4.89106e-20 7.61838e-10 -180 2.76014e-05 90 1 179.998
5776.2 1 -7.41242e-20 7.592e-10 180 2.75536e-05 90 1 179.998
5786.21 1 5.20386e-20 7.56576e-10 -180 2.75059e-05 90 1 179.998
5796.22 1 2.92895e-20 7.53965e-10 -180 2.74584e-05 90 1 179.998
5806.23 1 4.45503e-20 7.51368e-10 -180 2.74111e-05 90 1 179.998
5816.23 1 5.30812e-20 7.48784e-10 -180 2.73639e-05 90 1 179.998
5826.24 1 9.22286e-20 7.46213e-10 -180 2.73169e-05 90 1 179.998
5836.25 1 -5.21334e-20 7.43656e-10 180 2.72701e-05 90 1 179.998
5846.26 1 1.09954e-20 7.41112e-10 -180 2.72234e-05 90 1 179.998
5856.27 1 7.15649e-20 7.38581e-10 180 2.71768e-05 90 1 179.998
5866.28 1 -3.59246e-20 7.36063e-10 180 2.71305e-05 90 1 179.998
5876.29 1 6.52141e-20 7.33557e-10 -180 2.70843e-05 90 1 179.998
5886.3 1 -8.53091e-22 7.31065e-10 180 2.70382e-05 90 1 179.998
5896.31 1 -4.77731e-20 7.28585e-10 180 2.69923e-05 90 1 179.998
5906.32 1 -3.64933e-20 7.26118e-10 180 2.69466e-05 90 1 179.998
5916.32 1 5.28917e-20 7.23663e-10 -180 2.6901e-05 90 1 179.998
5926.33 1 1.80097e-21 7.21221e-10 180 2.68556e-05 90 1 179.998
5936.34 1 7.46929e-20 7.18791e-10 180 2.68103e-05 90 1 179.998
5946.35 1 5.6778e-20 7.16373e-10 -180 2.67651e-05 90 1 179.998
5956.36 1 -2.38866e-20 7.13967e-10 -180 2.67202e-05 90 1 179.998
5966.37 1 5.69675e-20 7.11574e-10 -180 2.66753e-05 90 1 179.998
5976.38 1 -5.61144e-20 7.09192e-10 -180 2.66307e-05 90 1 179.998
5986.39 1 6.02851e-20 7.06823e-10 180 2.65861e-05 90 1 179.998
5996.4 1 3.00478e-20 7.04465e-10 -180 2.65418e-05 90 1 179.998
6006.41 1 8.6257e-20 7.02119e-10 -180 2.64975e-05 90 1 179.998
6016.41 1 5.01428e-20 6.99785e-10 -180 2.64535e-05 90 1 179.998
6026.42 1 -9.384e-21 6.97463e-10 -180 2.64095e-05 90 1 179.998
6036.43 1 9.48827e-20 6.95152e-10 180 2.63657e-05 90 1 179.998
6046.44 1 7.45981e-20 6.92852e-10 -180 2.63221e-05 90 1 179.998
6056.45 1 -7.39346e-20 6.90564e-10 180 2.62786e-05 90 1 179.998
6066.46 1 6.14226e-20 6.88287e-10 180 2.62352e-05 90 1 179.998
6076.47 1 5.59249e-21 6.86022e-10 -180 2.6192e-05 90 1 179.998
6086.48 1 -4.66357e-20 6.83767e-10 180 2.61489e-05 90 1 179.999
6096.49 1 -3.84839e-20 6.81524e-10 180 2.6106e-05 90 1 179.999
6106.5 1 8.89111e-20 6.79292e-10 180 2.60632e-05 90 1 179.999
6116.5 1 -2.0095e-20 6.7707e-10 180 2.60206e-05 90 1 179.999
6126.51 1 -8.01906e-20 6.7486e-10 180 2.59781e-05 90 1 179.999
6136.52 1 8.06645e-20 6.7266e-10 -180 2.59357e-05 90 1 179.999
6146.53 1 3.34601e-20 6.70471e-10 -180 2.58935e-05 90 1 179.999
6156.54 1 -4.72044e-20 6.68293e-10 180 2.58514e-05 90 1 179.999
6166.55 1 -9.22286e-20 6.66125e-10 180 2.58094e-05 90 1 179.999
6176.56 1 9.47879e-23 6.63968e-10 180 2.57676e-05 90 1 179.999
6186.57 1 7.90531e-20 6.61821e-10 -180 2.57259e-05 90 1 179.999
6196.58 1 -4.64461e-21 6.59685e-10 180 2.56843e-05 90 1 179.999
6206.59 1 1.95263e-20 6.57559e-10 180 2.56429e-05 90 1 179.999
6216.59 1 4.92897e-21 6.55443e-10 -180 2.56016e-05 90 1 179.999
6226.6 1 6.28444e-20 6.53338e-10 -180 2.55605e-05 90 1 179.999
6236.61 1 1.81993e-20 6.51242e-10 180 2.55195e-05 90 1 179.999
6246.62 1 -1.42182e-20 6.49157e-10 180 2.54786e-05 90 1 179.999
6256.63 1 1.92419e-20 6.47082e-10 180 2.54378e-05 90 1 179.999
6266.64 1 -2.13273e-20 6.45016e-10 180 2.53972e-05 90 1 179.999
6276.65 1 -4.80575e-20 6.42961e-10 180 2.53567e-05 90 1 179.999
6286.66 1 2.90999e-20 6.40915e-10 -180 2.53163e-05 90 1 179.999
6296.67 1 7.45033e-20 6.38879e-10 -180 2.52761e-05 90 1 179.999
6306.68 1 -1.30807e-20 6.36853e-10 180 2.52359e-05 90 1 179.999
6316.68 1 2.14221e-20 6.34836e-10 180 2.5196e-05 90 1 179.999
6326.69 1 -8.01906e-20 6.32829e-10 180 2.51561e-05 90 1 179.999
6336.7 1 6.5688e-20 6.30832e-10 180 2.51164e-05 90 1 179.999
6346.71 1 9.384e-21 6.28844e-10 180 2.50768e-05 90 1 179.999
6356.72 1 4.56878e-20 6.26865e-10 180 2.50373e-05 90 1 179.999
6366.73 1 4.77731e-20 6.24896e-10 -180 2.49979e-05 90 1 179.999
6376.74 1 -7.48825e-20 6.22935e-10 180 2.49587e-05 90 1 179.999
6386.75 1 -9.42192e-20 6.20984e-10 180 2.49196e-05 90 1 179.999
6396.76 1 -6.28444e-20 6.19043e-10 -180 2.48806e-05 90 1 179.999
6406.77 1 9.1186e-20 6.1711e-10 -180 2.48417e-05 90 1 179.999
6416.77 1 8.87215e-20 6.15186e-10 180 2.48029e-05 90 1 179.999
6426.78 1 3.98109e-21 6.13272e-10 -180 2.47643e-05 90 1 179.999
6436.79 1 -5.11855e-20 6.11366e-10 -180 2.47258e-05 90 1 179.999
6446.8 1 -3.7536e-20 6.09469e-10 180 2.46874e-05 90 1 179.999
6456.81 1 2.08533e-21 6.07581e-10 180 2.46492e-05 90 1 179.999
6466.82 1 -1.04267e-20 6.05702e-10 -180 2.4611e-05 90 1 179.999
6476.83 1 -3.27018e-20 6.03831e-10 -180 2.4573e-05 90 1 179.999
6486.84 1 5.32708e-20 6.01969e-10 -180 2.45351e-05 90 1 179.999
6496.85 1 -5.91477e-20 6.00116e-10 180 2.44973e-05 90 1 179.999
6506.86 1 -1.66827e-20 5.98271e-10 -180 2.44596e-05 90 1 179.999
6516.86 1 3.20383e-20 5.96435e-10 -180 2.4422e-05 90 1 179.999
6526.87 1 1.62087e-20 5.94607e-10 180 2.43846e-05 90 1 179.999
6536.88 1 2.15169e-20 5.92787e-10 180 2.43472e-05 90 1 179.999
6546.89 1 -2.0569e-20 5.90976e-10 -180 2.431e-05 90 1 179.999
6556.9 1 1.7441e-20 5.89173e-10 -180 2.42729e-05 90 1 179.999
6566.91 1 3.05217e-20 5.87379e-10 -180 2.42359e-05 90 1 179.999
6576.92 1 6.79629e-20 5.85592e-10 180 2.4199e-05 90 1 179.999
6586.93 1 -4.74887e-20 5.83814e-10 180 2.41622e-05 90 1 179.999
6596.94 1 8.34134e-20 5.82044e-10 -180 2.41256e-05 90 1 179.999
6606.95 1 9.2513e-20 5.80282e-10 -180 2.4089e-05 90 1 179.999
6616.95 1 -8.24655e-21 5.78527e-10 -180 2.40526e-05 90 1 179.999
6626.96 1 -8.38873e-20 5.76781e-10 -180 2.40163e-05 90 1 179.999
6636.97 1 4.33181e-20 5.75043e-10 -180 2.398e-05 90 1 179.999
6646.98 1 4.01901e-20 5.73312e-10 180 2.39439e-05 90 1 179.999
6656.99 1 3.31758e-21 5.7159e-10 -180 2.39079e-05 90 1 179.999
6667 1 -7.96218e-20 5.69875e-10 180 2.3872e-05 90 1 179.999
6677.01 1 8.47404e-20 5.68167e-10 -180 2.38363e-05 90 1 179.999
6687.02 1 -2.90999e-20 5.66468e-10 180 2.38006e-05 90 1 179.999
6697.03 1 -4.14223e-20 5.64776e-10 -180 2.3765e-05 90 1 179.999
6707.04 1 -4.47399e-20 5.63092e-10 180 2.37295e-05 90 1 179.999
